-0.13491	0.57858	2.2892	0.1	5	1
-0.13848	0.57649	2.2859	0.2	5	1
-0.14356	0.57124	2.2832	0.3	5	1
-0.13278	0.56796	2.2908	0.4	5	1
-0.13679	0.56935	2.2825	0.5	5	1
-0.13557	0.56698	2.2822	0.6	5	1
-0.13426	0.57928	2.2924	0.7	5	1
-0.13886	0.5791	2.2897	0.8	5	1
-0.14389	0.5734	2.2814	0.9	5	1
-0.13261	0.56769	2.2866	1	5	1
-0.1282	0.56878	2.2917	1.1	5	1
-0.14776	0.57651	2.2828	1.2	5	1
-0.14319	0.57474	2.2796	1.3	5	1
-0.14519	0.57261	2.2769	1.4	5	1
-0.14561	0.57916	2.278	1.5	5	1
-0.14232	0.57926	2.2791	1.6	5	1
-0.13516	0.57412	2.2837	1.7	5	1
-0.12936	0.57269	2.2905	1.8	5	1
-0.13332	0.57217	2.2831	1.9	5	1
-0.13633	0.57776	2.287	2	5	1
-0.15073	0.57446	2.2777	2.1	5	1
-0.13403	0.56626	2.2788	2.2	5	1
-0.14158	0.57786	2.2815	2.3	5	1
-0.13464	0.57097	2.2896	2.4	5	1
-0.1293	0.56718	2.2915	2.5	5	1
-0.13274	0.57342	2.2865	2.6	5	1
-0.13906	0.57654	2.2845	2.7	5	1
-0.13675	0.57327	2.2852	2.8	5	1
-0.12778	0.57584	2.2916	2.9	5	1
-0.13626	0.58008	2.2851	3	5	1
-0.11654	0.56782	2.3038	3.1	5	1
-0.1261	0.58095	2.3035	3.2	5	1
-0.12295	0.5663	2.2976	3.3	5	1
-0.11281	0.57258	2.3147	3.4	5	1
-0.11349	0.57744	2.3135	3.5	5	1
-0.11363	0.57524	2.3136	3.6	5	1
-0.10726	0.56957	2.3157	3.7	5	1
-0.10788	0.58005	2.3177	3.8	5	1
-0.10462	0.56792	2.313	3.9	5	1
-0.10013	0.58128	2.3255	4	5	1
-0.098209	0.57901	2.3331	4.1	5	1
-0.095696	0.57257	2.3254	4.2	5	1
-0.10422	0.5812	2.3211	4.3	5	1
-0.089662	0.57042	2.3277	4.4	5	1
-0.092415	0.57528	2.3288	4.5	5	1
-0.077143	0.57186	2.3464	4.6	5	1
-0.086695	0.58042	2.3435	4.7	5	1
-0.080328	0.57805	2.3456	4.8	5	1
-0.072865	0.57273	2.3568	4.9	5	1
-0.079913	0.57263	2.3408	5	5	1
-0.080958	0.58291	2.3508	5.1	5	1
-0.081239	0.57385	2.3406	5.2	5	1
-0.085331	0.57875	2.35	5.3	5	1
-0.076024	0.57292	2.3469	5.4	5	1
-0.076451	0.57029	2.3436	5.5	5	1
-0.076438	0.57519	2.3553	5.6	5	1
-0.085793	0.56998	2.3394	5.7	5	1
-0.0869	0.58027	2.3431	5.8	5	1
-0.07328	0.57372	2.3521	5.9	5	1
-0.078466	0.57509	2.3434	6	5	1
-0.082629	0.57454	2.3461	6.1	5	1
-0.087265	0.58306	2.3386	6.2	5	1
-0.081299	0.58215	2.3499	6.3	5	1
-0.082113	0.5807	2.3487	6.4	5	1
-0.079366	0.57238	2.3501	6.5	5	1
-0.076878	0.57693	2.351	6.6	5	1
-0.083067	0.58041	2.3507	6.7	5	1
-0.083128	0.57364	2.3435	6.8	5	1
-0.082246	0.58206	2.3519	6.9	5	1
-0.082966	0.57129	2.3392	7	5	1
